tiktok link,video views,comments,likes,video caption / description,video duration,shares,bookmarks / saves,sound link,video id,total followers,date posted,time posted,caption length,total hashtags,generic hashtags,unique hashtags,unique generic ratio,likes views ratio,log video views,days since start
https://www.tiktok.com/@altbloom/video/7393445607823756575,2378,17,289,hoping to find you today 👋,24,4,19,https://www.tiktok.com/music/Waste-More-Time-Alt-Bloom-7369248717108562734,7393445607823756575,58700.0,2024-07-19,1225,26,0,0,0,0.5,0.1215306980656013,7.774435510302958,385
https://www.tiktok.com/@altbloom/video/7392804542837951774,624,10,68,Love you for listening 🤘,30,0,2,https://www.tiktok.com/music/original-sound-7392804547615329055,7392804542837951774,58700.0,2024-07-18,177,24,0,0,0,0.5,0.1089743589743589,6.437751649736401,384
https://www.tiktok.com/@altbloom/video/7392647802507005214,558,13,79,Say hello if youre new here 👋,28,2,4,https://www.tiktok.com/music/original-sound-7392647807125113630,7392647802507005214,58700.0,2024-07-17,1009,29,0,0,0,0.5,0.1415770609318996,6.326149473155099,383
https://www.tiktok.com/@altbloom/video/7391633707838328094,730,8,85,Was it a good idea ?,27,1,2,https://www.tiktok.com/music/original-sound-7391633754059590430,7391633707838328094,58700.0,2024-07-14,1394,20,0,0,0,0.5,0.1164383561643835,6.594413459749778,380
https://www.tiktok.com/@altbloom/video/7391247059526962463,2875,13,341,A lot can happen in a day,23,7,34,https://www.tiktok.com/music/Waste-More-Time-Alt-Bloom-7369248717108562734,7391247059526962463,58700.0,2024-07-13,1333,25,0,0,0,0.5,0.1186086956521739,7.964155718840937,379
https://www.tiktok.com/@altbloom/video/7390896957029420318,737,11,82,🍻,27,1,6,https://www.tiktok.com/music/original-sound-7390896983994682142,7390896957029420318,58700.0,2024-07-12,1415,1,0,0,0,0.5,0.1112618724559023,6.6039438246004725,378
https://www.tiktok.com/@altbloom/video/7390613595769392415,455,1,56,One for the road ,24,0,4,https://www.tiktok.com/music/original-sound-7390613621723745055,7390613595769392415,58700.0,2024-07-12,315,16,0,0,0,0.5,0.123076923076923,6.1224928095143865,378
https://www.tiktok.com/@altbloom/video/7390530140603682079,512,2,55,Did you know ??,29,0,2,https://www.tiktok.com/music/original-sound-7390530167497624351,7390530140603682079,58700.0,2024-07-11,1431,15,0,0,0,0.5,0.107421875,6.240275845170769,377
https://www.tiktok.com/@altbloom/video/7390099707109854495,9679,57,1261,Your guys’s love for this record has been my sunshine this week. Responding to every comment 🥰 ,24,24,122,https://www.tiktok.com/music/Waste-More-Time-Alt-Bloom-7369248717108562734,7390099707109854495,58700.0,2024-07-10,1201,94,0,0,0,0.5,0.1302820539311912,9.177817180270624,376
https://www.tiktok.com/@altbloom/video/7389433570407763242,21500,248,3846,Say hello if youre new here 👋👋,25,115,554,https://www.tiktok.com/music/Waste-More-Time-Alt-Bloom-7369248717108562734,7389433570407763242,58700.0,2024-07-09,56,30,0,0,0,0.5,0.1788837209302325,9.975854724662028,375
https://www.tiktok.com/@altbloom/video/7389293744383675691,619,2,55,🏔️🪁🌲,47,4,2,https://www.tiktok.com/music/original-sound-7389293763203582762,7389293744383675691,58700.0,2024-07-08,953,4,0,0,0,0.5,0.0888529886914378,6.429719478039138,374
https://www.tiktok.com/@altbloom/video/7385011288113564970,2695,20,283,🫡 stick it to em ,23,8,17,https://www.tiktok.com/music/Waste-More-Time-Alt-Bloom-7369248717108562734,7385011288113564970,58700.0,2024-06-27,175,16,0,0,0,0.5,0.1050092764378478,7.899524472032198,363
https://www.tiktok.com/@altbloom/video/7384988581498129710,8482,19,798,im sitting under the tree i filmed this,27,19,86,https://www.tiktok.com/music/Waste-More-Time-Alt-Bloom-7369248717108562734,7384988581498129710,58700.0,2024-06-27,87,39,0,0,0,0.5,0.09408158453195,9.045819439807737,363
https://www.tiktok.com/@altbloom/video/7384544801892601134,799,10,114,Say hello if its your first time 👋👋,33,3,11,https://www.tiktok.com/music/original-sound-7384544815708457771,7384544801892601134,58700.0,2024-06-25,1245,35,0,0,0,0.5,0.1426783479349186,6.684611727667927,361
https://www.tiktok.com/@altbloom/video/7384239735071345966,1096,16,140,THATS LOVE #MACMILLER #jackjohnson ,25,6,9,https://www.tiktok.com/music/original-sound-7384239755623418666,7384239735071345966,58700.0,2024-06-25,61,10,2,0,2,1.0,0.1277372262773722,7.00033446027523,361
https://www.tiktok.com/@altbloom/video/7384216563269766443,715,5,92,💭💭💭,23,4,5,https://www.tiktok.com/music/Waste-More-Time-Alt-Bloom-7369248717108562734,7384216563269766443,58700.0,2024-06-24,1411,3,0,0,0,0.5,0.1286713286713286,6.573680166960646,360
https://www.tiktok.com/@altbloom/video/7382642095154220334,496,0,53,Second verse wins ,22,2,6,https://www.tiktok.com/music/original-sound-7382642120445791018,7382642095154220334,58700.0,2024-06-20,1061,17,0,0,0,0.5,0.1068548387096774,6.208590026096629,356
https://www.tiktok.com/@altbloom/video/7382410131679530283,697,4,76,👋👋,22,0,6,https://www.tiktok.com/music/original-sound-7382410141055519530,7382410131679530283,58700.0,2024-06-20,161,2,0,0,0,0.5,0.1090387374461979,6.548219102762372,356
https://www.tiktok.com/@altbloom/video/7382306114743881003,421,8,45,Say hello if its your first time 👋,33,0,5,https://www.tiktok.com/music/original-sound-7382306127800781611,7382306114743881003,58700.0,2024-06-19,1198,34,0,0,0,0.5,0.1068883610451306,6.045005314036012,355
https://www.tiktok.com/@altbloom/video/7381933538398031146,1046,6,135,You been there ?,22,3,6,https://www.tiktok.com/music/Waste-More-Time-Alt-Bloom-7369248717108562734,7381933538398031146,58700.0,2024-06-18,1192,16,0,0,0,0.5,0.1290630975143403,6.953684210870537,354
https://www.tiktok.com/@altbloom/video/7381870750992616750,433,3,42,Tag em up 👯👯‍♂️,24,1,3,https://www.tiktok.com/music/original-sound-7381870733145819947,7381870750992616750,58700.0,2024-06-18,948,15,0,0,0,0.5,0.0969976905311778,6.073044534100405,354
https://www.tiktok.com/@altbloom/video/7381622172227390766,820,3,59,Say hello if this is a new one for you 👋,36,2,5,https://www.tiktok.com/music/original-sound-7381622182402607914,7381622172227390766,58700.0,2024-06-17,1424,40,0,0,0,0.5,0.0719512195121951,6.710523109452428,353
https://www.tiktok.com/@altbloom/video/7380449445030202667,6329,39,506,Say hello 👋,30,10,63,https://www.tiktok.com/music/Waste-More-Time-Alt-Bloom-7369248717108562734,7380449445030202667,58700.0,2024-06-14,1193,11,0,0,0,0.5,0.0799494390899036,8.753055515138222,350
https://www.tiktok.com/@altbloom/video/7380413185242729770,579,9,61,Say hello if its your first time hearing thid record 👋,35,1,9,https://www.tiktok.com/music/original-sound-7380413204159417131,7380413185242729770,58700.0,2024-06-14,1052,54,0,0,0,0.5,0.1053540587219343,6.363028103540465,350
https://www.tiktok.com/@altbloom/video/7380112720940649771,12700,61,1343,Did this find you ? 🌲🪁,24,48,136,https://www.tiktok.com/music/Waste-More-Time-Alt-Bloom-7369248717108562734,7380112720940649771,58700.0,2024-06-13,1326,22,0,0,0,0.5,0.1057480314960629,9.44943600950432,349
https://www.tiktok.com/@altbloom/video/7380079791027801386,496,6,53,MMJJ 🐣,34,0,5,https://www.tiktok.com/music/original-sound-7380079789052316458,7380079791027801386,58700.0,2024-06-13,1198,6,0,0,0,0.5,0.1068548387096774,6.208590026096629,349
https://www.tiktok.com/@altbloom/video/7379659105667009838,1760,9,104,Call me swiftie ,28,0,0,https://www.tiktok.com/music/original-sound-7379659136033704750,7379659105667009838,58700.0,2024-06-12,1006,15,0,0,0,0.5,0.059090909090909,7.473637108496206,348
https://www.tiktok.com/@altbloom/video/7379333381110222122,462,4,45,More than anything #newmusic ,21,0,2,https://www.tiktok.com/music/original-sound-7379333387590421294,7379333381110222122,58700.0,2024-06-11,1182,18,1,1,0,0.0,0.0974025974025974,6.137727054086234,347
https://www.tiktok.com/@altbloom/video/7379078842008341803,3225,14,353,Say hello my good people 👋,24,8,33,https://www.tiktok.com/music/Waste-More-Time-Alt-Bloom-7369248717108562734,7379078842008341803,58700.0,2024-06-11,194,26,0,0,0,0.5,0.1094573643410852,8.078998258685154,347
https://www.tiktok.com/@altbloom/video/7379025121618529579,521,8,57,Some of my favorite chords #guitar ,25,2,2,https://www.tiktok.com/music/So-Glad-by-Alt-Bloom-7379025130166668078,7379025121618529579,58700.0,2024-06-10,1426,26,1,1,0,0.0,0.109404990403071,6.257667587882639,346
https://www.tiktok.com/@altbloom/video/7377164854064467246,516,9,64,,26,0,4,https://www.tiktok.com/music/original-sound-7377164856237214507,7377164854064467246,58700.0,2024-06-05,1407,3,0,0,0,0.5,0.1240310077519379,6.248042874508429,341
https://www.tiktok.com/@altbloom/video/7377080264435993899,430,4,38,Afternoons on an afternoon ,25,0,6,https://www.tiktok.com/music/original-sound-7377080276603767595,7377080264435993899,58700.0,2024-06-05,1079,26,0,0,0,0.5,0.0883720930232558,6.066108090103747,341
